Path	Id	Type	Parent	RR
./corpus_rs3/corpus/25.rs3	142	multinuc	44	evidence
./corpus_rs3/corpus/25.rs3	143	span	142	same-unit
./corpus_rs3/corpus/25.rs3	144	span	142	same-unit
./corpus_rs3/corpus/25.rs3	145	span	146	joint
./corpus_rs3/corpus/25.rs3	146	multinuc	129	joint
./corpus_rs3/corpus/25.rs3	148	span	150	span
./corpus_rs3/corpus/25.rs3	149	span	148	elaboration
./corpus_rs3/corpus/25.rs3	150	span	152	joint
./corpus_rs3/corpus/25.rs3	151	span	152	joint
./corpus_rs3/corpus/25.rs3	152	multinuc	-	antithesis
./corpus_rs3/corpus/25.rs3	153	multinuc	154	span
./corpus_rs3/corpus/25.rs3	154	span	155	span
./corpus_rs3/corpus/25.rs3	155	span	156	comparison
./corpus_rs3/corpus/25.rs3	156	multinuc	165	sequence
./corpus_rs3/corpus/25.rs3	157	span	158	joint
./corpus_rs3/corpus/25.rs3	158	multinuc	165	sequence
./corpus_rs3/corpus/25.rs3	159	multinuc	160	span
./corpus_rs3/corpus/25.rs3	160	span	161	span
./corpus_rs3/corpus/25.rs3	161	span	163	sequence
./corpus_rs3/corpus/25.rs3	162	span	163	sequence
./corpus_rs3/corpus/25.rs3	163	multinuc	63	elaboration
./corpus_rs3/corpus/25.rs3	164	span	158	joint
./corpus_rs3/corpus/25.rs3	165	multinuc	152	joint
./corpus_rs3/corpus/25.rs3	166	span	69	evidence
./corpus_rs3/corpus/25.rs3	167	span	173	joint
./corpus_rs3/corpus/25.rs3	168	span	169	contrast
./corpus_rs3/corpus/25.rs3	169	multinuc	173	joint
./corpus_rs3/corpus/25.rs3	170	span	75	elaboration
./corpus_rs3/corpus/25.rs3	171	span	172	span
./corpus_rs3/corpus/25.rs3	172	span	169	contrast
./corpus_rs3/corpus/25.rs3	173	multinuc	152	joint
./corpus_rs3/corpus/25.rs3	174	multinuc	176	contrast
./corpus_rs3/corpus/25.rs3	175	span	176	contrast
./corpus_rs3/corpus/25.rs3	176	multinuc	173	joint
./corpus_rs3/corpus/25.rs3	177	multinuc	86	elaboration
./corpus_rs3/corpus/25.rs3	178	span	177	joint
./corpus_rs3/corpus/25.rs3	179	span	183	joint
./corpus_rs3/corpus/25.rs3	180	span	182	contrast
./corpus_rs3/corpus/25.rs3	181	multinuc	182	contrast
./corpus_rs3/corpus/25.rs3	182	multinuc	183	joint
./corpus_rs3/corpus/25.rs3	183	multinuc	-	antithesis
./corpus_rs3/corpus/25.rs3	184	span	185	same-unit
./corpus_rs3/corpus/25.rs3	185	multinuc	91	elaboration
./corpus_rs3/corpus/25.rs3	186	span	187	joint
./corpus_rs3/corpus/25.rs3	187	multinuc	183	joint
./corpus_rs3/corpus/25.rs3	188	span	189	joint
./corpus_rs3/corpus/25.rs3	189	multinuc	194	joint
./corpus_rs3/corpus/25.rs3	190	span	189	joint
./corpus_rs3/corpus/25.rs3	191	multinuc	192	joint
./corpus_rs3/corpus/25.rs3	192	multinuc	193	contrast
./corpus_rs3/corpus/25.rs3	193	multinuc	194	joint
./corpus_rs3/corpus/25.rs3	194	multinuc	-	antithesis
./corpus_rs3/corpus/31.rs3	148	multinuc	152	span
./corpus_rs3/corpus/31.rs3	149	span	1	background
./corpus_rs3/corpus/31.rs3	150	span	151	span
./corpus_rs3/corpus/31.rs3	151	span	-	antithesis
./corpus_rs3/corpus/31.rs3	152	span	8	evidence
./corpus_rs3/corpus/31.rs3	153	span	159	span
./corpus_rs3/corpus/31.rs3	154	span	158	joint
./corpus_rs3/corpus/31.rs3	155	span	158	joint
./corpus_rs3/corpus/31.rs3	156	span	158	joint
./corpus_rs3/corpus/31.rs3	158	multinuc	160	span
./corpus_rs3/corpus/31.rs3	159	span	158	joint
./corpus_rs3/corpus/31.rs3	160	span	161	span
./corpus_rs3/corpus/31.rs3	161	span	-	antithesis
./corpus_rs3/corpus/31.rs3	163	multinuc	164	span
./corpus_rs3/corpus/31.rs3	164	span	165	span
./corpus_rs3/corpus/31.rs3	165	span	18	elaboration
./corpus_rs3/corpus/31.rs3	166	span	168	same-unit
./corpus_rs3/corpus/31.rs3	168	multinuc	169	span
./corpus_rs3/corpus/31.rs3	169	span	185	span
./corpus_rs3/corpus/31.rs3	170	span	172	sequence
./corpus_rs3/corpus/31.rs3	172	multinuc	173	span
./corpus_rs3/corpus/31.rs3	173	span	183	joint
./corpus_rs3/corpus/31.rs3	174	span	180	span
./corpus_rs3/corpus/31.rs3	175	span	187	span
./corpus_rs3/corpus/31.rs3	177	multinuc	178	span
./corpus_rs3/corpus/31.rs3	178	span	32	elaboration
./corpus_rs3/corpus/31.rs3	179	span	175	elaboration
./corpus_rs3/corpus/31.rs3	180	span	188	joint
./corpus_rs3/corpus/31.rs3	181	span	35	elaboration
./corpus_rs3/corpus/31.rs3	182	span	188	joint
./corpus_rs3/corpus/31.rs3	183	multinuc	184	span
./corpus_rs3/corpus/31.rs3	184	span	169	elaboration
./corpus_rs3/corpus/31.rs3	185	span	-	antithesis
./corpus_rs3/corpus/31.rs3	187	span	188	joint
./corpus_rs3/corpus/31.rs3	188	multinuc	-	antithesis
./corpus_rs3/corpus/31.rs3	189	span	43	cause-effect
./corpus_rs3/corpus/31.rs3	190	span	221	joint
./corpus_rs3/corpus/31.rs3	192	multinuc	193	span
./corpus_rs3/corpus/31.rs3	193	span	47	condition
./corpus_rs3/corpus/31.rs3	194	span	195	span
./corpus_rs3/corpus/31.rs3	195	span	220	span
./corpus_rs3/corpus/31.rs3	196	span	197	span
./corpus_rs3/corpus/31.rs3	197	span	223	span
./corpus_rs3/corpus/31.rs3	198	span	200	comparison
./corpus_rs3/corpus/31.rs3	200	multinuc	201	span
./corpus_rs3/corpus/31.rs3	201	span	195	elaboration
./corpus_rs3/corpus/31.rs3	203	multinuc	214	span
./corpus_rs3/corpus/31.rs3	204	span	203	joint
./corpus_rs3/corpus/31.rs3	205	span	206	sequence
./corpus_rs3/corpus/31.rs3	206	multinuc	207	span
./corpus_rs3/corpus/31.rs3	207	span	217	span
./corpus_rs3/corpus/31.rs3	210	multinuc	218	span
./corpus_rs3/corpus/31.rs3	211	span	213	same-unit
./corpus_rs3/corpus/31.rs3	213	multinuc	227	span
./corpus_rs3/corpus/31.rs3	214	span	52	elaboration
./corpus_rs3/corpus/31.rs3	215	span	57	cause-effect
./corpus_rs3/corpus/31.rs3	216	span	207	cause-effect
./corpus_rs3/corpus/31.rs3	217	span	219	joint
./corpus_rs3/corpus/31.rs3	218	span	219	joint
./corpus_rs3/corpus/31.rs3	219	multinuc	224	span
./corpus_rs3/corpus/31.rs3	220	span	221	joint
./corpus_rs3/corpus/31.rs3	221	multinuc	222	span
./corpus_rs3/corpus/31.rs3	222	span	197	elaboration
./corpus_rs3/corpus/31.rs3	223	span	225	joint
./corpus_rs3/corpus/31.rs3	224	span	225	joint
./corpus_rs3/corpus/31.rs3	225	multinuc	-	antithesis
./corpus_rs3/corpus/31.rs3	226	span	231	contrast
./corpus_rs3/corpus/31.rs3	227	span	250	span
./corpus_rs3/corpus/31.rs3	231	multinuc	232	span
./corpus_rs3/corpus/31.rs3	232	span	248	joint
./corpus_rs3/corpus/31.rs3	233	span	72	elaboration
./corpus_rs3/corpus/31.rs3	234	span	246	preparation
./corpus_rs3/corpus/31.rs3	236	multinuc	239	span
./corpus_rs3/corpus/31.rs3	238	multinuc	240	span
./corpus_rs3/corpus/31.rs3	239	span	241	span
./corpus_rs3/corpus/31.rs3	240	span	244	same-unit
./corpus_rs3/corpus/31.rs3	241	span	76	elaboration
./corpus_rs3/corpus/31.rs3	242	span	244	same-unit
./corpus_rs3/corpus/31.rs3	244	multinuc	245	span
./corpus_rs3/corpus/31.rs3	245	span	75	elaboration
./corpus_rs3/corpus/31.rs3	246	span	263	span
./corpus_rs3/corpus/31.rs3	247	span	248	joint
./corpus_rs3/corpus/31.rs3	248	multinuc	249	span
./corpus_rs3/corpus/31.rs3	249	span	227	background
./corpus_rs3/corpus/31.rs3	250	span	-	antithesis
./corpus_rs3/corpus/31.rs3	251	span	252	contrast
./corpus_rs3/corpus/31.rs3	252	multinuc	254	span
./corpus_rs3/corpus/31.rs3	253	span	255	span
./corpus_rs3/corpus/31.rs3	254	span	253	elaboration
./corpus_rs3/corpus/31.rs3	255	span	258	joint
./corpus_rs3/corpus/31.rs3	256	span	258	joint
./corpus_rs3/corpus/31.rs3	258	multinuc	-	antithesis
./corpus_rs3/corpus/31.rs3	260	multinuc	261	span
./corpus_rs3/corpus/31.rs3	261	span	82	elaboration
./corpus_rs3/corpus/31.rs3	262	span	263	background
./corpus_rs3/corpus/31.rs3	263	span	264	span
./corpus_rs3/corpus/31.rs3	264	span	-	antithesis
./corpus_rs3/corpus/31.rs3	265	span	266	span
./corpus_rs3/corpus/31.rs3	266	span	267	elaboration
./corpus_rs3/corpus/31.rs3	267	span	268	span
./corpus_rs3/corpus/31.rs3	268	span	270	joint
./corpus_rs3/corpus/31.rs3	270	multinuc	-	antithesis
./corpus_rs3/corpus/31.rs3	272	multinuc	278	span
./corpus_rs3/corpus/31.rs3	273	span	274	span
./corpus_rs3/corpus/31.rs3	274	span	104	elaboration
./corpus_rs3/corpus/31.rs3	275	span	284	background
./corpus_rs3/corpus/31.rs3	276	span	282	span
./corpus_rs3/corpus/31.rs3	277	span	101	elaboration
./corpus_rs3/corpus/31.rs3	278	span	109	elaboration
./corpus_rs3/corpus/31.rs3	279	span	280	contrast
./corpus_rs3/corpus/31.rs3	280	multinuc	281	span
./corpus_rs3/corpus/31.rs3	281	span	286	joint
./corpus_rs3/corpus/31.rs3	282	span	284	span
./corpus_rs3/corpus/31.rs3	283	span	282	elaboration
./corpus_rs3/corpus/31.rs3	284	span	287	span
./corpus_rs3/corpus/31.rs3	286	multinuc	-	antithesis
./corpus_rs3/corpus/31.rs3	287	span	286	joint
./corpus_rs3/corpus/31.rs3	289	multinuc	298	span
./corpus_rs3/corpus/31.rs3	290	span	292	same-unit
./corpus_rs3/corpus/31.rs3	292	multinuc	293	span
./corpus_rs3/corpus/31.rs3	293	span	297	span
./corpus_rs3/corpus/31.rs3	295	multinuc	296	span
./corpus_rs3/corpus/31.rs3	296	span	293	evidence
./corpus_rs3/corpus/31.rs3	297	span	298	cause-effect
./corpus_rs3/corpus/31.rs3	298	span	299	span
./corpus_rs3/corpus/31.rs3	299	span	300	contrast
./corpus_rs3/corpus/31.rs3	300	multinuc	311	span
./corpus_rs3/corpus/31.rs3	301	span	125	elaboration
./corpus_rs3/corpus/31.rs3	302	span	303	same-unit
./corpus_rs3/corpus/31.rs3	303	multinuc	306	span
./corpus_rs3/corpus/31.rs3	304	multinuc	305	span
./corpus_rs3/corpus/31.rs3	305	span	303	same-unit
./corpus_rs3/corpus/31.rs3	306	span	312	joint
./corpus_rs3/corpus/31.rs3	307	span	308	joint
./corpus_rs3/corpus/31.rs3	308	multinuc	309	span
./corpus_rs3/corpus/31.rs3	309	span	121	cause-effect
./corpus_rs3/corpus/31.rs3	310	span	300	contrast
./corpus_rs3/corpus/31.rs3	311	span	312	joint
./corpus_rs3/corpus/31.rs3	312	multinuc	-	antithesis
./corpus_rs3/corpus/31.rs3	313	span	319	span
./corpus_rs3/corpus/31.rs3	314	span	322	preparation
./corpus_rs3/corpus/31.rs3	315	span	317	same-unit
./corpus_rs3/corpus/31.rs3	317	multinuc	318	span
./corpus_rs3/corpus/31.rs3	318	span	313	cause-effect
./corpus_rs3/corpus/31.rs3	319	span	321	joint
./corpus_rs3/corpus/31.rs3	320	span	321	joint
./corpus_rs3/corpus/31.rs3	321	multinuc	322	span
./corpus_rs3/corpus/31.rs3	322	span	323	span
./corpus_rs3/corpus/31.rs3	323	span	-	antithesis
./corpus_rs3/corpus/31.rs3	324	span	326	same-unit
./corpus_rs3/corpus/31.rs3	325	span	326	same-unit
./corpus_rs3/corpus/31.rs3	326	multinuc	327	span
./corpus_rs3/corpus/31.rs3	327	span	139	elaboration
./corpus_rs3/corpus/31.rs3	328	span	333	joint
./corpus_rs3/corpus/31.rs3	330	multinuc	331	span
./corpus_rs3/corpus/31.rs3	331	span	144	evidence
./corpus_rs3/corpus/31.rs3	332	span	333	joint
./corpus_rs3/corpus/31.rs3	333	multinuc	-	antithesis
./corpus_rs3/corpus/19.rs3	124	span	125	same-unit
./corpus_rs3/corpus/19.rs3	125	multinuc	159	background
./corpus_rs3/corpus/19.rs3	126	span	130	preparation
./corpus_rs3/corpus/19.rs3	127	span	129	contrast
./corpus_rs3/corpus/19.rs3	128	span	129	contrast
./corpus_rs3/corpus/19.rs3	129	multinuc	130	span
./corpus_rs3/corpus/19.rs3	130	span	131	span
./corpus_rs3/corpus/19.rs3	131	span	141	joint
./corpus_rs3/corpus/19.rs3	132	span	138	same-unit
./corpus_rs3/corpus/19.rs3	134	span	135	same-unit
./corpus_rs3/corpus/19.rs3	135	multinuc	137	joint
./corpus_rs3/corpus/19.rs3	136	multinuc	137	joint
./corpus_rs3/corpus/19.rs3	137	multinuc	139	span
./corpus_rs3/corpus/19.rs3	138	multinuc	139	attribution
./corpus_rs3/corpus/19.rs3	139	span	140	span
./corpus_rs3/corpus/19.rs3	140	span	141	joint
./corpus_rs3/corpus/19.rs3	141	multinuc	159	span
./corpus_rs3/corpus/19.rs3	142	span	143	same-unit
./corpus_rs3/corpus/19.rs3	143	multinuc	153	preparation
./corpus_rs3/corpus/19.rs3	144	span	145	sequence
./corpus_rs3/corpus/19.rs3	145	multinuc	153	span
./corpus_rs3/corpus/19.rs3	146	span	145	sequence
./corpus_rs3/corpus/19.rs3	150	span	27	elaboration
./corpus_rs3/corpus/19.rs3	151	multinuc	141	joint
./corpus_rs3/corpus/19.rs3	152	span	155	same-unit
./corpus_rs3/corpus/19.rs3	153	span	154	span
./corpus_rs3/corpus/19.rs3	154	span	141	joint
./corpus_rs3/corpus/19.rs3	155	multinuc	151	contrast
./corpus_rs3/corpus/19.rs3	156	span	157	same-unit
./corpus_rs3/corpus/19.rs3	157	multinuc	158	joint
./corpus_rs3/corpus/19.rs3	158	multinuc	141	joint
./corpus_rs3/corpus/19.rs3	159	span	-	antithesis
./corpus_rs3/corpus/19.rs3	160	multinuc	37	elaboration
./corpus_rs3/corpus/19.rs3	161	span	162	joint
./corpus_rs3/corpus/19.rs3	162	multinuc	164	span
./corpus_rs3/corpus/19.rs3	163	span	162	joint
./corpus_rs3/corpus/19.rs3	164	span	165	span
./corpus_rs3/corpus/19.rs3	165	span	141	joint
./corpus_rs3/corpus/19.rs3	166	multinuc	44	elaboration
./corpus_rs3/corpus/19.rs3	167	span	168	joint
./corpus_rs3/corpus/19.rs3	168	multinuc	141	joint
./corpus_rs3/corpus/19.rs3	169	span	170	same-unit
./corpus_rs3/corpus/19.rs3	170	multinuc	168	joint
./corpus_rs3/corpus/19.rs3	171	span	173	joint
./corpus_rs3/corpus/19.rs3	172	span	173	joint
./corpus_rs3/corpus/19.rs3	173	multinuc	174	span
./corpus_rs3/corpus/19.rs3	174	span	184	span
./corpus_rs3/corpus/19.rs3	175	multinuc	174	preparation
./corpus_rs3/corpus/19.rs3	176	span	177	comparison
./corpus_rs3/corpus/19.rs3	177	multinuc	181	joint
./corpus_rs3/corpus/19.rs3	178	span	67	condition
./corpus_rs3/corpus/19.rs3	179	span	180	joint
./corpus_rs3/corpus/19.rs3	180	multinuc	181	joint
./corpus_rs3/corpus/19.rs3	181	multinuc	183	span
./corpus_rs3/corpus/19.rs3	182	span	180	joint
./corpus_rs3/corpus/19.rs3	183	span	174	evidence
./corpus_rs3/corpus/19.rs3	184	span	141	joint
./corpus_rs3/corpus/19.rs3	185	multinuc	186	sequence
./corpus_rs3/corpus/19.rs3	186	multinuc	71	evidence
./corpus_rs3/corpus/19.rs3	187	span	188	span
./corpus_rs3/corpus/19.rs3	188	span	189	joint
./corpus_rs3/corpus/19.rs3	189	multinuc	-	antithesis
./corpus_rs3/corpus/19.rs3	190	multinuc	192	same-unit
./corpus_rs3/corpus/19.rs3	191	multinuc	192	same-unit
./corpus_rs3/corpus/19.rs3	192	multinuc	189	joint
./corpus_rs3/corpus/19.rs3	193	multinuc	189	joint
./corpus_rs3/corpus/19.rs3	194	span	193	contrast
./corpus_rs3/corpus/19.rs3	195	span	196	same-unit
./corpus_rs3/corpus/19.rs3	196	multinuc	193	contrast
./corpus_rs3/corpus/19.rs3	197	multinuc	87	elaboration
./corpus_rs3/corpus/19.rs3	198	span	199	span
./corpus_rs3/corpus/19.rs3	199	span	204	joint
./corpus_rs3/corpus/19.rs3	200	multinuc	204	joint
./corpus_rs3/corpus/19.rs3	201	span	200	joint
./corpus_rs3/corpus/19.rs3	202	multinuc	200	joint
./corpus_rs3/corpus/19.rs3	203	span	202	joint
./corpus_rs3/corpus/19.rs3	204	multinuc	189	joint
./corpus_rs3/corpus/19.rs3	205	multinuc	211	span
./corpus_rs3/corpus/19.rs3	206	span	205	contrast
./corpus_rs3/corpus/19.rs3	207	multinuc	211	evidence
./corpus_rs3/corpus/19.rs3	208	span	209	span
./corpus_rs3/corpus/19.rs3	209	span	207	joint
./corpus_rs3/corpus/19.rs3	210	span	207	joint
./corpus_rs3/corpus/19.rs3	211	span	212	span
./corpus_rs3/corpus/19.rs3	212	span	189	joint
./corpus_rs3/corpus/19.rs3	213	multinuc	218	evidence
./corpus_rs3/corpus/19.rs3	214	multinuc	213	joint
./corpus_rs3/corpus/19.rs3	215	span	216	span
./corpus_rs3/corpus/19.rs3	216	span	213	joint
./corpus_rs3/corpus/19.rs3	217	span	114	elaboration
./corpus_rs3/corpus/19.rs3	218	span	219	span
./corpus_rs3/corpus/19.rs3	219	span	189	joint
./corpus_rs3/corpus/19.rs3	220	span	221	joint
./corpus_rs3/corpus/19.rs3	221	multinuc	189	joint
./corpus_rs3/corpus/19.rs3	222	span	223	same-unit
./corpus_rs3/corpus/19.rs3	223	multinuc	224	contrast
./corpus_rs3/corpus/19.rs3	224	multinuc	221	joint
./corpus_rs3/corpus/18.rs3	31	multinuc	32	span
./corpus_rs3/corpus/18.rs3	32	span	35	elaboration
./corpus_rs3/corpus/18.rs3	33	span	34	joint
./corpus_rs3/corpus/18.rs3	34	multinuc	35	span
./corpus_rs3/corpus/18.rs3	35	span	36	span
./corpus_rs3/corpus/18.rs3	36	span	-	antithesis
./corpus_rs3/corpus/18.rs3	37	multinuc	38	span
./corpus_rs3/corpus/18.rs3	38	span	42	elaboration
./corpus_rs3/corpus/18.rs3	39	span	41	joint
./corpus_rs3/corpus/18.rs3	40	span	41	joint
./corpus_rs3/corpus/18.rs3	41	multinuc	42	span
./corpus_rs3/corpus/18.rs3	42	span	43	span
./corpus_rs3/corpus/18.rs3	43	span	-	antithesis
./corpus_rs3/corpus/18.rs3	44	span	-	antithesis
./corpus_rs3/corpus/18.rs3	45	span	47	joint
./corpus_rs3/corpus/18.rs3	46	span	47	joint
./corpus_rs3/corpus/18.rs3	47	multinuc	-	antithesis
./corpus_rs3/corpus/18.rs3	48	span	49	span
./corpus_rs3/corpus/18.rs3	49	span	-	antithesis
./corpus_rs3/corpus/18.rs3	50	multinuc	51	span
./corpus_rs3/corpus/18.rs3	51	span	-	antithesis
./corpus_rs3/corpus/18.rs3	52	multinuc	53	span
./corpus_rs3/corpus/18.rs3	53	span	54	joint
./corpus_rs3/corpus/18.rs3	54	multinuc	55	span
./corpus_rs3/corpus/18.rs3	55	span	-	antithesis
./corpus_rs3/corpus/30.rs3	35	multinuc	39	span
./corpus_rs3/corpus/30.rs3	36	multinuc	37	span
./corpus_rs3/corpus/30.rs3	37	span	41	span
./corpus_rs3/corpus/30.rs3	38	span	40	span
./corpus_rs3/corpus/30.rs3	39	span	38	background
./corpus_rs3/corpus/30.rs3	40	span	42	contrast
./corpus_rs3/corpus/30.rs3	41	span	42	contrast
./corpus_rs3/corpus/30.rs3	42	multinuc	-	antithesis
./corpus_rs3/corpus/30.rs3	43	multinuc	44	span
./corpus_rs3/corpus/30.rs3	44	span	8	elaboration
./corpus_rs3/corpus/30.rs3	45	multinuc	47	joint
./corpus_rs3/corpus/30.rs3	47	multinuc	48	span
./corpus_rs3/corpus/30.rs3	48	span	11	elaboration
./corpus_rs3/corpus/30.rs3	49	span	50	joint
./corpus_rs3/corpus/30.rs3	50	multinuc	-	antithesis
./corpus_rs3/corpus/30.rs3	51	multinuc	50	joint
./corpus_rs3/corpus/30.rs3	52	span	51	contrast
./corpus_rs3/corpus/30.rs3	53	span	57	span
./corpus_rs3/corpus/30.rs3	54	span	53	elaboration
./corpus_rs3/corpus/30.rs3	55	multinuc	56	joint
./corpus_rs3/corpus/30.rs3	56	multinuc	-	antithesis
./corpus_rs3/corpus/30.rs3	57	span	56	joint
./corpus_rs3/corpus/30.rs3	58	span	26	evidence
./corpus_rs3/corpus/30.rs3	59	span	60	comparison
./corpus_rs3/corpus/30.rs3	60	multinuc	-	antithesis
./corpus_rs3/corpus/30.rs3	61	multinuc	62	span
./corpus_rs3/corpus/30.rs3	62	span	30	cause-effect
./corpus_rs3/corpus/30.rs3	63	span	27	elaboration
./corpus_rs3/corpus/30.rs3	65	span	60	comparison
./corpus_rs3/corpus/30.rs3	66	span	67	sequence
./corpus_rs3/corpus/30.rs3	67	multinuc	-	antithesis
./corpus_rs3/corpus/24.rs3	39	span	-	antithesis
./corpus_rs3/corpus/24.rs3	40	multinuc	44	span
./corpus_rs3/corpus/24.rs3	41	span	42	same-unit
./corpus_rs3/corpus/24.rs3	42	multinuc	43	span
./corpus_rs3/corpus/24.rs3	43	span	45	joint
./corpus_rs3/corpus/24.rs3	44	span	45	joint
./corpus_rs3/corpus/24.rs3	45	multinuc	46	span
./corpus_rs3/corpus/24.rs3	46	span	-	antithesis
./corpus_rs3/corpus/24.rs3	47	span	48	span
./corpus_rs3/corpus/24.rs3	48	span	49	cause-effect
./corpus_rs3/corpus/24.rs3	49	span	50	span
./corpus_rs3/corpus/24.rs3	50	span	-	antithesis
./corpus_rs3/corpus/24.rs3	51	multinuc	-	antithesis
./corpus_rs3/corpus/24.rs3	52	multinuc	54	span
./corpus_rs3/corpus/24.rs3	53	multinuc	55	span
./corpus_rs3/corpus/24.rs3	54	span	53	contrast
./corpus_rs3/corpus/24.rs3	55	span	56	span
./corpus_rs3/corpus/24.rs3	56	span	-	antithesis
./corpus_rs3/corpus/24.rs3	57	span	59	joint
./corpus_rs3/corpus/24.rs3	58	span	59	joint
./corpus_rs3/corpus/24.rs3	59	multinuc	63	comparison
./corpus_rs3/corpus/24.rs3	60	span	61	contrast
./corpus_rs3/corpus/24.rs3	61	multinuc	62	span
./corpus_rs3/corpus/24.rs3	62	span	63	comparison
./corpus_rs3/corpus/24.rs3	63	multinuc	64	span
./corpus_rs3/corpus/24.rs3	64	span	-	antithesis
./corpus_rs3/corpus/24.rs3	65	multinuc	66	span
./corpus_rs3/corpus/24.rs3	66	span	68	span
./corpus_rs3/corpus/24.rs3	67	span	69	joint
./corpus_rs3/corpus/24.rs3	68	span	69	joint
./corpus_rs3/corpus/24.rs3	69	multinuc	70	span
./corpus_rs3/corpus/24.rs3	70	span	-	antithesis
./corpus_rs3/corpus/24.rs3	71	span	-	antithesis
./corpus_rs3/corpus/32.rs3	29	multinuc	41	span
./corpus_rs3/corpus/32.rs3	30	span	12	cause-effect
./corpus_rs3/corpus/32.rs3	31	span	60	joint
./corpus_rs3/corpus/32.rs3	32	span	55	joint
./corpus_rs3/corpus/32.rs3	33	span	35	joint
./corpus_rs3/corpus/32.rs3	35	multinuc	36	span
./corpus_rs3/corpus/32.rs3	36	span	24	elaboration
./corpus_rs3/corpus/32.rs3	37	span	23	cause-effect
./corpus_rs3/corpus/32.rs3	38	span	62	joint
./corpus_rs3/corpus/32.rs3	39	span	48	joint
./corpus_rs3/corpus/32.rs3	40	span	52	joint
./corpus_rs3/corpus/32.rs3	41	span	2	elaboration
./corpus_rs3/corpus/32.rs3	42	span	52	joint
./corpus_rs3/corpus/32.rs3	43	span	44	span
./corpus_rs3/corpus/32.rs3	44	span	55	joint
./corpus_rs3/corpus/32.rs3	45	span	48	joint
./corpus_rs3/corpus/32.rs3	46	span	62	joint
./corpus_rs3/corpus/32.rs3	48	multinuc	50	span
./corpus_rs3/corpus/32.rs3	49	multinuc	63	span
./corpus_rs3/corpus/32.rs3	50	span	49	sequence
./corpus_rs3/corpus/32.rs3	52	multinuc	57	sequence
./corpus_rs3/corpus/32.rs3	55	multinuc	56	span
./corpus_rs3/corpus/32.rs3	56	span	57	sequence
./corpus_rs3/corpus/32.rs3	57	multinuc	58	span
./corpus_rs3/corpus/32.rs3	58	span	62	joint
./corpus_rs3/corpus/32.rs3	60	multinuc	61	span
./corpus_rs3/corpus/32.rs3	61	span	62	joint
./corpus_rs3/corpus/32.rs3	62	multinuc	64	span
./corpus_rs3/corpus/32.rs3	63	span	62	joint
./corpus_rs3/corpus/32.rs3	64	span	65	span
./corpus_rs3/corpus/32.rs3	65	span	-	antithesis
./corpus_rs3/corpus/26.rs3	73	multinuc	76	span
./corpus_rs3/corpus/26.rs3	74	span	77	span
./corpus_rs3/corpus/26.rs3	76	span	74	elaboration
./corpus_rs3/corpus/26.rs3	77	span	-	antithesis
./corpus_rs3/corpus/26.rs3	78	span	79	same-unit
./corpus_rs3/corpus/26.rs3	79	multinuc	80	joint
./corpus_rs3/corpus/26.rs3	80	multinuc	-	antithesis
./corpus_rs3/corpus/26.rs3	81	span	85	joint
./corpus_rs3/corpus/26.rs3	85	multinuc	86	span
./corpus_rs3/corpus/26.rs3	86	span	87	span
