Path	Segment	Id	Parent	RR
./corpus_rs3/corpus/25.rs3	 ##### Ещё одним популярным заблуждением является представление о том, что теория эволюции Дарвина антирелигиозна по своей сути.	36	134	contrast
./corpus_rs3/corpus/25.rs3	 Но свою теорию Дарвин рассматривал скорее как превознесение мудрости Творца, а не как проповедь атеизма.	37	141	span
./corpus_rs3/corpus/25.rs3	 Свой труд он заканчивает словами:	38	139	attribution
./corpus_rs3/corpus/25.rs3	 «Есть величие в этом воззрении,	39	137	span
./corpus_rs3/corpus/25.rs3	 по которому жизнь с её различными проявлениями Творец первоначально вдохнул в одну или ограниченное число форм;	40	39	elaboration
./corpus_rs3/corpus/25.rs3	 и между тем как наша планета продолжает вращаться согласно неизменным законам тяготения,	41	136	span
./corpus_rs3/corpus/25.rs3	 из такого простого начала развилось	42	135	joint
./corpus_rs3/corpus/25.rs3	 и продолжает развиваться бесконечное число самых прекрасных и самых изумительных форм».	43	135	joint
./corpus_rs3/corpus/25.rs3	 В этом виде религиозности нет ничего необычного ни для Нового времени, ни для Средневековья.	44	145	span
./corpus_rs3/corpus/25.rs3	 Например, известная «бритва Оккама»	45	143	span
./corpus_rs3/corpus/25.rs3	 (не следует умножать сущности без необходимости)	46	45	elaboration
./corpus_rs3/corpus/25.rs3	 имеет сходное и также сугубо христианское происхождение:	47	144	span
./corpus_rs3/corpus/25.rs3	 разумный творец мира способен обойтись минимумом средств для достижения максимума результатов.	48	47	elaboration
./corpus_rs3/corpus/25.rs3	 ##### И всё же теория естественного отбора Дарвина была действительно революционной.	49	152	joint
./corpus_rs3/corpus/25.rs3	 Смысл этой революции заключался в том, что Дарвину удалось решить проблему,	50	151	span
./corpus_rs3/corpus/25.rs3	 которая до него решения действительно не имела.	51	50	elaboration
./corpus_rs3/corpus/25.rs3	 Более того, даже весьма радикальные теоретики науки, например Иммануил Кант, не считали,	52	53	attribution
./corpus_rs3/corpus/25.rs3	 что эта проблема может быть решена даже в принципе	53	148	span
./corpus_rs3/corpus/25.rs3	 (по крайней мере к такому выводу он приходит в поздних своих произведениях,	54	149	span
./corpus_rs3/corpus/25.rs3	 хотя в ранних ещё можно найти несколько более смелые предположения на этот счёт) .	55	54	concession
./corpus_rs3/corpus/25.rs3	 Речь идёт об устранении из сферы рассуждений о живой природе принципа целесообразности и замене его принципом причинно-следственных отношений.	56	152	joint
./corpus_rs3/corpus/25.rs3	 До Дарвина вопрос об особенностях живых существ можно было осмысленно поставить в форме «Зачем?» или «Для чего?».	57	156	comparison
./corpus_rs3/corpus/25.rs3	 Как в известной сказке:	58	154	attribution
./corpus_rs3/corpus/25.rs3	 «Зачем тебе, бабушка, такие большие уши?»	59	153	joint
./corpus_rs3/corpus/25.rs3	 — «Чтобы лучше тебя слышать, детка».	60	153	joint
./corpus_rs3/corpus/25.rs3	 После Дарвина можно было осмысленно сформулировать вопрос «Почему?»,	61	157	span
./corpus_rs3/corpus/25.rs3	 поскольку он показал, как можно найти на него ответ.	62	61	cause-effect
./corpus_rs3/corpus/25.rs3	 Состоит он, грубо говоря, в следующем:	63	164	span
./corpus_rs3/corpus/25.rs3	 изменяется среда обитания живых существ,	64	162	span
./corpus_rs3/corpus/25.rs3	 которые способны к изменению и закреплению этих изменений.	65	64	elaboration
./corpus_rs3/corpus/25.rs3	 Те существа, которые лучше приспособились, выживают,	66	159	contrast
./corpus_rs3/corpus/25.rs3	 а те, кто не приспособился, вымирают,	67	159	contrast
./corpus_rs3/corpus/25.rs3	 так как живые существа борются между собой за существование.	68	160	evidence
./corpus_rs3/corpus/25.rs3	 Это не просто научная проблема:	69	167	span
./corpus_rs3/corpus/25.rs3	 Дарвин революционно изменил наше восприятие мира	70	166	span
./corpus_rs3/corpus/25.rs3	 — он по меньшей мере стал менее уютным.	71	70	elaboration
./corpus_rs3/corpus/25.rs3	 Если до этого окружающий нас универсум всё ещё воспринимался как целесообразно устроенный и даже целесообразно украшенный дом,	72	73	condition
./corpus_rs3/corpus/25.rs3	 то теперь он предстал как продукт и арена непримиримой борьбы за жизнь.	73	168	span
./corpus_rs3/corpus/25.rs3	 В этом, однако, сам Дарвин усматривал некое особое достоинство:	74	171	attribution
./corpus_rs3/corpus/25.rs3	 «Из борьбы в природе, из голода и смерти непосредственно вытекает самый высокий результат,	75	171	span
./corpus_rs3/corpus/25.rs3	 какой ум в состоянии себе представить,	76	170	span
./corpus_rs3/corpus/25.rs3	 — образование высших животных».	77	76	elaboration
./corpus_rs3/corpus/25.rs3	 Тот тип религиозности, который представлял Дарвин, слишком абстрактен	78	174	joint
./corpus_rs3/corpus/25.rs3	 и сух, чтобы быть уютным.	79	174	joint
./corpus_rs3/corpus/25.rs3	 С другой стороны, дарвиновская теория не лишена особого рода экологического очарования:	80	175	span
./corpus_rs3/corpus/25.rs3	 теперь в любом червячке и паучке мы можем видеть своего отдалённого родственника.	81	80	elaboration
./corpus_rs3/corpus/25.rs3	 ##### Принцип эволюционного естественного отбора был очень быстро распространён за пределы той области, в которой считал возможным использовать его сам Дарвин, то есть за пределы биологии.	82	181	joint
./corpus_rs3/corpus/25.rs3	 Герберт Спенсер первым распространил принцип естественной эволюции на человеческое общество.	83	181	joint
./corpus_rs3/corpus/25.rs3	 С социальным использованием дарвинизма всё обстоит, однако, не столь однозначно	84	180	span
./corpus_rs3/corpus/25.rs3	 — именно здесь можно констатировать множество злоупотреблений вульгаризированным дарвинизмом.	85	84	elaboration
./corpus_rs3/corpus/25.rs3	 Ряд самых известных афоризмов Ницше являются вариациями на тему дарвинизма:	86	179	span
./corpus_rs3/corpus/25.rs3	 «Падающего толкни»,	87	177	joint
./corpus_rs3/corpus/25.rs3	 — и весьма популярный нынче в России:	88	89	interpretation-evaluation
./corpus_rs3/corpus/25.rs3	 «Что не убивает меня, то делает сильнее».	89	178	span
./corpus_rs3/corpus/25.rs3	 Теория естественного отбора использовалась для «обоснования» нацизма.	90	187	joint
./corpus_rs3/corpus/25.rs3	 Существует и множество других разновидностей социал-дарвинизма.	91	186	span
./corpus_rs3/corpus/25.rs3	 Неолиберальная экономическая модель,	92	184	span
./corpus_rs3/corpus/25.rs3	 превозносящая преимущества свободной конкуренции,	93	92	elaboration
./corpus_rs3/corpus/25.rs3	 также по умолчанию опирается на некоторые элементы теории естественного отбора.	94	185	same-unit
./corpus_rs3/corpus/25.rs3	 ##### Теория Дарвина очень убедительна,	95	96	cause-effect
./corpus_rs3/corpus/25.rs3	 что делает её привлекательной для риторического использования в самых разных областях.	96	188	span
./corpus_rs3/corpus/25.rs3	 Но всё же нельзя забывать, что она решает вполне определённую задачу: научное объяснение в биологии.	97	189	joint
./corpus_rs3/corpus/25.rs3	 А теория, которая не знает своих собственных границ, не имеет отношения к науке.	98	189	joint
./corpus_rs3/corpus/25.rs3	 Человеческое общество и культуру нельзя себе представить без принципа целесообразности	99	190	span
./corpus_rs3/corpus/25.rs3	 — того принципа, с которым дарвинизм несовместим как таковой.	100	99	elaboration
./corpus_rs3/corpus/25.rs3	 Конечно, мы являемся частью природы и во многих, очень многих вещах действуем так же, как множество собратьев наших меньших.	101	193	contrast
./corpus_rs3/corpus/25.rs3	 Но всё же человек может ставить	102	191	joint
./corpus_rs3/corpus/25.rs3	 и преследовать определённые цели.	103	191	joint
./corpus_rs3/corpus/25.rs3	 А также существовать в универсуме смыслов, которые не могут быть полностью сведены к причинно-следственным отношениям.	104	192	joint
./corpus_rs3/corpus/31.rs3	 ##### Африка в последние недели не исчезает из фокуса внимания мировых СМИ	1	150	span
./corpus_rs3/corpus/31.rs3	 (российские традиционно пренебрегают Чёрным континентом,	2	149	span
./corpus_rs3/corpus/31.rs3	 а зря)	3	2	interpretation-evaluation
./corpus_rs3/corpus/31.rs3	 . Сразу в четырёх странах Западной Африки происходят события, крайне важные для их будущего развития, равно как и всего региона.	4	150	cause-effect
./corpus_rs3/corpus/31.rs3	 ##### Начнём с Нигерии, самой населённой африканской страны.	5	160	preparation
./corpus_rs3/corpus/31.rs3	 Численность её граждан уже перевалила за 150 миллионов	6	148	joint
./corpus_rs3/corpus/31.rs3	 и продолжает стремительно расти.	7	148	joint
./corpus_rs3/corpus/31.rs3	 Таким образом, она далеко обошла в плане демографического потенциала, например, Россию.	8	153	span
./corpus_rs3/corpus/31.rs3	 Уже из одного этого факта следует значение Нигерии.	9	153	interpretation-evaluation
./corpus_rs3/corpus/31.rs3	 Кроме того, у неё второй после ЮАР ВВП на континенте,	10	158	joint
./corpus_rs3/corpus/31.rs3	 страна является крупнейшим производителем нефти	11	158	joint
./corpus_rs3/corpus/31.rs3	 и входит в число так называемых Next Eleven,	12	154	span
./corpus_rs3/corpus/31.rs3	 то есть государств, определённых банком «Голдман Сакс» как могущих войти в число ведущих экономик XXI века.	13	12	elaboration
./corpus_rs3/corpus/31.rs3	 ВВП Нигерии продолжает стремительно расти,	14	155	span
./corpus_rs3/corpus/31.rs3	 несмотря на кризис.	15	14	concession
./corpus_rs3/corpus/31.rs3	 Она выполняет роль регионального жандарма,	16	156	span
./corpus_rs3/corpus/31.rs3	 посылая миротворческие контингенты в Либерию, Сьерра-Леоне, Кот д’Ивуар, а также в Дарфур.	17	16	elaboration
./corpus_rs3/corpus/31.rs3	 ##### Но проклятием страны,	18	166	span
./corpus_rs3/corpus/31.rs3	 не дающим ей распрямиться во весь рост	19	163	joint
./corpus_rs3/corpus/31.rs3	 и стать подлинным гигантом континента,	20	163	joint
./corpus_rs3/corpus/31.rs3	 помимо нефтяного проклятия,	21	164	background
./corpus_rs3/corpus/31.rs3	 является ужасающая политическая нестабильность и межрелигиозная и межэтническая рознь.	22	168	same-unit
./corpus_rs3/corpus/31.rs3	 Через семь лет после получения независимости Нигерия скатилась в гражданскую войну,	23	170	span
./corpus_rs3/corpus/31.rs3	 чуть не расколовшую страну.	24	23	elaboration
./corpus_rs3/corpus/31.rs3	 Последующие тридцать лет её единство удерживала череда диктаторов.	25	172	sequence
./corpus_rs3/corpus/31.rs3	 В итоге власть в руках гражданских находится лишь одиннадцатый год.	26	183	joint
./corpus_rs3/corpus/31.rs3	 ##### В стране — более пятисот языков, несколько сот племён и народностей, часто с давней историей взаимной ненависти.	27	174	cause-effect
./corpus_rs3/corpus/31.rs3	 Как следствие, всё возрастающее число штатов;	28	174	span
./corpus_rs3/corpus/31.rs3	 с трёх их число увеличилось до 36.	29	28	elaboration
./corpus_rs3/corpus/31.rs3	 Нигерия расколота примерно пополам на мусульманский север и христианский юг,	30	175	span
./corpus_rs3/corpus/31.rs3	 которые все пятьдесят лет независимости всё дальше уходят друг от друга.	31	30	elaboration
./corpus_rs3/corpus/31.rs3	 Достаточно сказать про ползучий процесс введения шариата,	32	179	span
./corpus_rs3/corpus/31.rs3	 охвативший уже двенадцать штатов	33	177	joint
./corpus_rs3/corpus/31.rs3	 и порождающий множество проблем.	34	177	joint
./corpus_rs3/corpus/31.rs3	 Нельзя не упомянуть о клановости и присущей ей вопиющей коррупции,	35	182	span
./corpus_rs3/corpus/31.rs3	 усугублённой нефтяными деньгами,	36	181	span
./corpus_rs3/corpus/31.rs3	 действующими в третьем мире почти всегда разлагающе.	37	36	elaboration
./corpus_rs3/corpus/31.rs3	 ##### 7 марта нарыв в очередной раз прорвался.	38	196	preparation
./corpus_rs3/corpus/31.rs3	 В районе города Джос, центре добычи олова, кочевники-фульбе (мусульмане) устроили резню местных христиан из племени бером	39	196	span
./corpus_rs3/corpus/31.rs3	 в отместку за резню собратьев по вере полутора месяцами ранее.	40	39	cause-effect
./corpus_rs3/corpus/31.rs3	 Джос — типичный горнодобывающий регион,	41	189	span
./corpus_rs3/corpus/31.rs3	 куда на заработки сходятся люди со всех уголков страны,	42	41	elaboration
./corpus_rs3/corpus/31.rs3	 поэтому население чрезвычайно перемешено как этнически, так и религиозно.	43	190	span
./corpus_rs3/corpus/31.rs3	 При густой плотности проживания,	44	192	joint
./corpus_rs3/corpus/31.rs3	 при столкновении разных культур и укладов,	45	192	joint
./corpus_rs3/corpus/31.rs3	 дефиците доступа к земле и ресурсам	46	192	joint
./corpus_rs3/corpus/31.rs3	 конфликты неизбежны,	47	194	span
./corpus_rs3/corpus/31.rs3	 особенно при сильной трайбалистской основе всей жизни.	48	194	condition
./corpus_rs3/corpus/31.rs3	 В 2001-м и в 2008 годах там уже шла резня,	49	198	span
./corpus_rs3/corpus/31.rs3	 стоившая жизни тысячам человек.	50	49	elaboration
./corpus_rs3/corpus/31.rs3	 В этот раз число жертв примерно полторы-две сотни.	51	200	comparison
./corpus_rs3/corpus/31.rs3	 Ситуация невероятно осложнена тем, что президент Нигерии Умару Яр’Адуа с ноября не исполняет своих обязанностей.	52	215	span
./corpus_rs3/corpus/31.rs3	 Он отправился на лечение в Саудовскую Аравию	53	203	joint
./corpus_rs3/corpus/31.rs3	 и пропал,	54	203	joint
./corpus_rs3/corpus/31.rs3	 лишь один раз дав интервью по телефону BBC,	55	204	span
./corpus_rs3/corpus/31.rs3	 в котором говорил задыхающимся, еле слышным голосом.	56	55	elaboration
./corpus_rs3/corpus/31.rs3	 В стране поднялась волна недоумения и возмущения.	57	216	span
./corpus_rs3/corpus/31.rs3	 В конце концов Верховный суд дал властям две недели на решение этого вопроса,	58	206	sequence
./corpus_rs3/corpus/31.rs3	 и в начале февраля сенат Нигерии вручил временный президентский мандат вице-президенту Гудлаку Джонатану,	59	205	span
./corpus_rs3/corpus/31.rs3	 который является христианином с юга в противоположность Яр’Адуа.	60	59	elaboration
./corpus_rs3/corpus/31.rs3	 Последний через несколько дней после передачи власти вернулся домой,	61	210	contrast
./corpus_rs3/corpus/31.rs3	 но по-прежнему, по слухам, привязан к аппарату жизнеобеспечения.	62	210	contrast
./corpus_rs3/corpus/31.rs3	 ##### Таким образом, в момент ужасной резни,	63	211	span
./corpus_rs3/corpus/31.rs3	 грозящей перекинуться на другие штаты,	64	63	elaboration
./corpus_rs3/corpus/31.rs3	 огромная страна столкнулась с проблемой легитимности власти.	65	213	same-unit
./corpus_rs3/corpus/31.rs3	 Не стоит забывать, что Нигерия — империя, объединяющая ислам и христианство, имеет ключевое значение на континенте.	66	248	joint
./corpus_rs3/corpus/31.rs3	 Напомним, что у неё есть весьма двусмысленный договор о ядерном сотрудничестве с Ираном,	67	68	cause-effect
./corpus_rs3/corpus/31.rs3	 вопрос атомной безопасности касается её напрямую.	68	247	span
./corpus_rs3/corpus/31.rs3	 До сих пор ей удавалось сдерживать приток эмиссаров «Аль-Каиды» на север и атаки партизан-сепаратистов на нефтяном юге.	69	231	contrast
./corpus_rs3/corpus/31.rs3	 В случае же возникновения хаоса в Нигерии	70	71	condition
./corpus_rs3/corpus/31.rs3	 она неизбежно потянет за собой соседние страны.	71	226	span
./corpus_rs3/corpus/31.rs3	 ##### А таковой является в первую очередь расположенный к северу Нигер,	72	234	span
./corpus_rs3/corpus/31.rs3	 с которым Нигерия делит воинственную народность хаоса,	73	233	span
./corpus_rs3/corpus/31.rs3	 известную своей приверженностью исламу.	74	73	elaboration
./corpus_rs3/corpus/31.rs3	 В середине февраля в этой стране произошёл военный переворот.	75	246	span
./corpus_rs3/corpus/31.rs3	 Президент Мамаду Танджа,	76	242	span
./corpus_rs3/corpus/31.rs3	 пытавшийся продлить своё правление вопреки конституции,	77	239	purpose
./corpus_rs3/corpus/31.rs3	 для чего распустил парламент	78	236	joint
./corpus_rs3/corpus/31.rs3	 и управлял страной декретами,	79	236	joint
./corpus_rs3/corpus/31.rs3	 был смещён военными	80	238	joint
./corpus_rs3/corpus/31.rs3	 и взят под арест.	81	238	joint
./corpus_rs3/corpus/31.rs3	 Нигер — один из важнейших игроков на мировом рынке урана.	82	262	span
./corpus_rs3/corpus/31.rs3	 Стране принадлежит примерно 10% его запасов на планете,	83	260	joint
./corpus_rs3/corpus/31.rs3	 урановая руда составляет три четверти её экспорта.	84	260	joint
./corpus_rs3/corpus/31.rs3	 ##### По странному стечению обстоятельств в момент переворота в Нигере находилась делегация конгресса США.	85	256	span
./corpus_rs3/corpus/31.rs3	 Напомним, что в «иракском досье», послужившем основанием для начала войны в 2003 году, фигурировали поставки ядерного сырья из Нигера в Ирак.	86	85	background
./corpus_rs3/corpus/31.rs3	 Вашингтон давно внимательно отслеживает все сделки страны относительно уранового сырья,	87	88	cause-effect
./corpus_rs3/corpus/31.rs3	 не случайно его реакция на переворот резко отличалась от реакции соседей Нигера.	88	253	span
./corpus_rs3/corpus/31.rs3	 Если Африканский союз незамедлительно приостановил членство страны в своих рядах,	89	252	contrast
./corpus_rs3/corpus/31.rs3	 то американский Госдеп выразил мнение,	90	91	attribution
./corpus_rs3/corpus/31.rs3	 что свергнутый президент сам виноват в случившемся.	91	251	span
./corpus_rs3/corpus/31.rs3	 ##### Добавим, что 90% территории страны составляют пустыни,	92	267	span
./corpus_rs3/corpus/31.rs3	 в которых власть правительства существует лишь номинально.	93	92	elaboration
./corpus_rs3/corpus/31.rs3	 Они контролируются кочевниками-туарегами,	94	265	span
./corpus_rs3/corpus/31.rs3	 среди которых успешно скрываются террористы «Аль-Каиды» с отнюдь не мирными намерениями.	95	94	elaboration
./corpus_rs3/corpus/31.rs3	 Так, 8 марта они застрелили пятерых солдат.	96	265	evidence
./corpus_rs3/corpus/31.rs3	 Куда поведёт военная хунта страну, совершенно неясно.	97	270	joint
./corpus_rs3/corpus/31.rs3	 ##### С запада в непосредственной близости от Нигерии находятся Кот д’Ивуар и Того.	98	276	preparation
./corpus_rs3/corpus/31.rs3	 В первом в феврале разразился острейший политический кризис,	99	276	span
./corpus_rs3/corpus/31.rs3	 чуть было не приведший к возобновлению гражданской войны.	100	99	elaboration
./corpus_rs3/corpus/31.rs3	 Президент Лоран Гбагбо распустил правительство и центральную избирательную комиссию,	101	283	span
./corpus_rs3/corpus/31.rs3	 обвинив председателя последней в том,	102	103	attribution
./corpus_rs3/corpus/31.rs3	 что тот хочет незаконно внести в списки избирателей до полумиллиона неграждан.	103	277	span
./corpus_rs3/corpus/31.rs3	 Дело в том, что когда страна находилась на пике экономического развития в 70—80-е годы, то она была наводнена трудовыми мигрантами из соседних стран, оставшимися в ней.	104	275	span
./corpus_rs3/corpus/31.rs3	 Именно их присутствие	105	273	cause-effect
./corpus_rs3/corpus/31.rs3	 породило в 2002 году гражданскую войну,	106	273	span
./corpus_rs3/corpus/31.rs3	 уничтожившую следы былого процветания.	107	106	elaboration
./corpus_rs3/corpus/31.rs3	 Срок мандата президента Гбагбо истёк ещё в 2005-м,	108	280	contrast
./corpus_rs3/corpus/31.rs3	 но он виртуозно умудряется продлевать свои полномочия,	109	279	span
./corpus_rs3/corpus/31.rs3	 всякий раз изыскивая уважительную причину	110	272	joint
./corpus_rs3/corpus/31.rs3	 и перенося на неопределённый срок новые выборы.	111	272	joint
./corpus_rs3/corpus/31.rs3	 В стране действуют хрупкое перемирие и временное правительство.	112	286	joint
./corpus_rs3/corpus/31.rs3	 ##### Но Гбагбо,	113	290	span
./corpus_rs3/corpus/31.rs3	 привычно рассчитывавший на усталость сограждан,	114	113	elaboration
./corpus_rs3/corpus/31.rs3	 ошибся.	115	292	same-unit
./corpus_rs3/corpus/31.rs3	 На улицы вышли десятки тысяч недовольных,	116	295	joint
./corpus_rs3/corpus/31.rs3	 начались поджоги и погромы.	117	295	joint
./corpus_rs3/corpus/31.rs3	 Ему пришлось идти на попятную,	118	289	joint
./corpus_rs3/corpus/31.rs3	 назначить главой нового ЦИКа представителя оппозиции	119	289	joint
./corpus_rs3/corpus/31.rs3	 и торжественно пообещать в мае-июне всё-таки провести выборы.	120	289	joint
./corpus_rs3/corpus/31.rs3	 Впрочем, в последнее мало кто верит.	121	310	span
./corpus_rs3/corpus/31.rs3	 Слишком велики у Гбагбо шансы проиграть	122	308	joint
./corpus_rs3/corpus/31.rs3	 и слишком соблазнительно вновь найти повод,	123	307	span
./corpus_rs3/corpus/31.rs3	 чтобы в сто первый раз отсрочить неизбежное.	124	123	purpose
./corpus_rs3/corpus/31.rs3	 В итоге былое чудо Африки,	125	302	span
./corpus_rs3/corpus/31.rs3	 как называли Кот д’Ивуар	126	301	span
./corpus_rs3/corpus/31.rs3	 за непривычные стабильность и благополучие,	127	126	cause-effect
./corpus_rs3/corpus/31.rs3	 сегодня прозябает в стагнации и нищете,	128	304	joint
./corpus_rs3/corpus/31.rs3	 гражданская война готова там вспыхнуть вновь в любой момент.	129	304	joint
./corpus_rs3/corpus/31.rs3	 ##### Между Кот д’Ивуаром и Нигерией находится Того,	130	314	span
./corpus_rs3/corpus/31.rs3	 где 4 марта прошли президентские выборы.	131	130	elaboration
./corpus_rs3/corpus/31.rs3	 Действующий президент Фор Гнасингбе — сын правившего 38 лет диктатора Эйадемы Гнасингбе,	132	315	span
./corpus_rs3/corpus/31.rs3	 известного тем, что скармливал крокодилам оппонентов,	133	132	elaboration
./corpus_rs3/corpus/31.rs3	 объявлен победителем.	134	317	same-unit
./corpus_rs3/corpus/31.rs3	 Это незамедлительно привело к протестам оппозиции,	135	313	span
./corpus_rs3/corpus/31.rs3	 перешедшим в массовые беспорядки.	136	135	elaboration
./corpus_rs3/corpus/31.rs3	 Миссия наблюдателей от Евросоюза подтвердила нарушения;	137	320	span
./corpus_rs3/corpus/31.rs3	 так, власти раздавали рис в голодающих районах в обмен на голоса избирателей.	138	137	elaboration
./corpus_rs3/corpus/31.rs3	 ##### Таким образом, Гвинейское побережье образует сегодня великую дугу нестабильности.	139	328	span
./corpus_rs3/corpus/31.rs3	 Здесь переплелись и вызовы арабо-мусульманского мира,	140	324	span
./corpus_rs3/corpus/31.rs3	 олицетворяемые исламским фундаментализмом и «Аль-Каидой»,	141	140	elaboration
./corpus_rs3/corpus/31.rs3	 и традиционные проблемы Чёрной Африки:	142	325	span
./corpus_rs3/corpus/31.rs3	 диктатура, коррупция, трайбализм и клановость.	143	142	elaboration
./corpus_rs3/corpus/31.rs3	 Но глобализация делает происходящее там актуальным для всего мира.	144	332	span
./corpus_rs3/corpus/31.rs3	 Достаточно вспомнить, что «рождественский террорист», пытавшийся взорвать американский авиалайнер накануне Нового года, — выходец из Нигерии.	145	330	joint
./corpus_rs3/corpus/31.rs3	 А в миротворческой миссии в Кот д’Ивуаре есть и российские офицеры.	146	330	joint
./corpus_rs3/corpus/19.rs3	 ##### 15 февраля 2009 года в Москве и в российских регионах прошли мероприятия, посвященные двадцатой годовщине вывода советских войск	1	124	span
./corpus_rs3/corpus/19.rs3	 («ограниченного контингента», как называли их в период 1979—1989 годов)	2	1	elaboration
./corpus_rs3/corpus/19.rs3	 из Афганистана.	3	125	same-unit
./corpus_rs3/corpus/19.rs3	 До сих пор в российском обществе нет единой оценки событий и двадцатилетней, и тридцатилетней давности	4	126	span
./corpus_rs3/corpus/19.rs3	 (в конце года будет отмечаться 30 лет с момента принятия решения о вводе войск в эту неостывшую доныне горячую точку).	5	4	elaboration
./corpus_rs3/corpus/19.rs3	 ##### С одной стороны, войну называют «преступной» и бессмысленной.	6	127	span
./corpus_rs3/corpus/19.rs3	 За девять лет пребывания советского контингента в Афганистане, только по официальным данным, погибли 14 453 гражданина несуществующего сегодня государства.	7	6	evidence
./corpus_rs3/corpus/19.rs3	 С другой стороны, раздаются слова о едва ли не даре предвидения у советских руководителей,	8	128	span
./corpus_rs3/corpus/19.rs3	 которые задолго до 11 сентября узрели «мировую террористическую угрозу».	9	8	elaboration
./corpus_rs3/corpus/19.rs3	 В самом Афганистане в 2007 году,	10	132	span
./corpus_rs3/corpus/19.rs3	 в канун очередной годовщины ввода ограниченного контингента,	11	10	elaboration
./corpus_rs3/corpus/19.rs3	 парламент страны официально осудил этот шаг:	12	138	same-unit
./corpus_rs3/corpus/19.rs3	 «В результате этого вторжения,	13	134	span
